联赛,赛季,轮次,比赛时间,主队,完场比分,客队,半场比分,bet365亚盘初盘,bet365大小球初盘,bet365胜平负初盘,主队近30场比赛积分,客队近30场比赛积分,主队近3场比赛积分,客队近3场比赛积分,主客队近3场强弱
"挪威超级联赛","2023","R_7","2023-05-16 23:59","罗森博格","1-0","海于格松","0-0","","","",6,6,0,3,-3
"挪威超级联赛","2023","R_7","2023-05-16 23:59","奥勒松","3-1","莫尔德","1-0","","","",1,10,1,9,-8
"瑞典超级联赛","2023","R_9","2023-05-20 21:00","代格福什","2-1","索尔纳","1-1","","","",6,6,0,2,-2
"巴西甲组联赛","2023","R_7","2023-05-21 03:00","巴伊亚","1-1","戈伊亚斯","1-1","","","",6,6,3,3,0
"巴西甲组联赛","2023","R_7","2023-05-21 05:30","博塔弗戈","1-0","弗鲁米嫩塞","0-0","","","",15,13,6,7,-1
"巴西甲组联赛","2023","R_7","2023-05-21 05:30","布拉干蒂诺RB","2-0","巴拉纳竞技","1-0","","","",7,12,3,9,-6
"巴西甲组联赛","2023","R_7","2023-05-21 05:30","科里蒂巴","1-2","米内罗竞技","1-1","","","",2,10,1,6,-5
"巴西甲组联赛","2023","R_7","2023-05-21 05:30","圣保罗","4-2","瓦斯科达伽马","2-1","","","",9,6,5,2,3
"巴西甲组联赛","2023","R_7","2023-05-21 05:30","米内罗美洲","2-1","福塔雷萨","2-1","","","",1,10,1,3,-2
"巴西甲组联赛","2023","R_7","2023-05-21 08:00","桑托斯","0-0","帕尔梅拉斯","0-0","","","",10,14,6,7,-1
"瑞典超级联赛","2023","R_9","2023-05-21 21:00","尤尔加登","2-0","米亚尔比","0-0","","","",10,12,3,5,-2
"瑞典超级联赛","2023","R_9","2023-05-21 21:00","布洛马波卡纳","2-1","瓦尔贝里","2-0","","","",13,4,7,0,7
"瑞典超级联赛","2023","R_9","2023-05-21 21:00","马尔默","2-2","赫根","0-0","","","",24,18,9,6,3
"瑞典超级联赛","2023","R_9","2023-05-21 23:30","哥德堡","1-1","哈马比","0-1","","","",6,10,5,4,1
"瑞典超级联赛","2023","R_9","2023-05-21 23:30","天狼星","1-2","哈尔姆斯塔德","1-1","","","",5,9,1,3,-2
"巴西甲组联赛","2023","R_7","2023-05-22 03:00","弗拉门戈","1-0","科林蒂安","0-0","","","",9,5,6,2,4
"巴西甲组联赛","2023","R_7","2023-05-22 05:30","格雷米奥","3-1","巴西国际","2-0","","","",8,7,2,0,2
"瑞典超级联赛","2023","R_9","2023-05-23 01:00","韦纳穆","0-1","卡尔马","0-0","","","",9,11,3,1,2
"瑞典超级联赛","2023","R_9","2023-05-23 01:10","北雪平","1-2","埃尔夫斯堡","1-0","","","",17,19,9,9,0
"巴西甲组联赛","2023","R_7","2023-05-23 07:00","克鲁塞罗","0-1","库亚巴","0-1","","","",12,4,6,3,3
"瑞典超级联赛","2023","R_18","2023-05-25 01:00","尤尔加登","1-0","赫根","0-0","","","",13,19,6,4,2
"瑞典超级联赛","2023","R_18","2023-05-26 01:00","代格福什","2-2","哈马比","0-1","","","",9,11,3,5,-2
"瑞典超级联赛","2023","R_10","2023-05-27 21:00","米亚尔比","0-2","哈尔姆斯塔德","0-0","","","",12,12,4,6,-2
"瑞典超级联赛","2023","R_10","2023-05-27 23:30","布洛马波卡纳","1-2","天狼星","1-1","","","",16,5,7,0,7
"巴西甲组联赛","2023","R_8","2023-05-28 03:00","巴拉纳竞技","1-2","格雷米奥","1-1","","","",12,11,6,4,2
"巴西甲组联赛","2023","R_8","2023-05-28 03:00","福塔雷萨","2-0","瓦斯科达伽马","0-0","","","",10,6,2,1,1
"巴西甲组联赛","2023","R_8","2023-05-28 05:30","库亚巴","1-1","科里蒂巴","1-0","","","",7,2,3,1,2
"巴西甲组联赛","2023","R_8","2023-05-28 05:30","弗拉门戈","1-1","克鲁塞罗","1-1","","","",12,12,9,3,6
"巴西甲组联赛","2023","R_8","2023-05-28 08:00","圣保罗","2-1","戈伊亚斯","0-1","","","",12,7,5,4,1
"瑞典超级联赛","2023","R_10","2023-05-28 21:00","尤尔加登","1-0","索尔纳","0-0","","","",16,6,6,1,5
"瑞典超级联赛","2023","R_10","2023-05-28 21:00","卡尔马","2-1","北雪平","0-0","","","",14,17,3,6,-3
"瑞典超级联赛","2023","R_10","2023-05-28 23:30","埃尔夫斯堡","3-0","马尔默","2-0","","","",22,25,9,7,2
"巴西甲组联赛","2023","R_8","2023-05-29 03:00","巴西国际","2-0","巴伊亚","0-0","","","",7,7,0,1,-1
"巴西甲组联赛","2023","R_8","2023-05-29 03:00","科林蒂安","2-0","弗鲁米嫩塞","0-0","","","",5,13,1,6,-5
"巴西甲组联赛","2023","R_8","2023-05-29 05:30","布拉干蒂诺RB","2-0","桑托斯","1-0","","","",10,11,5,7,-2
"巴西甲组联赛","2023","R_8","2023-05-29 05:30","米内罗竞技","1-1","帕尔梅拉斯","1-0","","","",13,15,9,5,4
"巴西甲组联赛","2023","R_8","2023-05-29 06:00","博塔弗戈","2-0","米内罗美洲","1-0","","","",18,4,6,4,2
"挪威超级联赛","2023","R_8","2023-05-29 23:00","博德闪耀","5-1","维京","2-0","","","",22,14,9,7,2
"挪威超级联赛","2023","R_8","2023-05-29 23:00","莫尔德","5-0","桑德菲杰","2-0","","","",10,6,6,1,5
"挪威超级联赛","2023","R_8","2023-05-29 23:00","萨普斯堡","3-1","奥勒松","2-1","","","",12,4,7,4,3
"挪威超级联赛","2023","R_8","2023-05-29 23:00","海于格松","1-2","特罗姆瑟","1-1","","","",6,11,2,3,-1
"挪威超级联赛","2023","R_8","2023-05-29 23:00","奥德格伦兰","1-1","斯托姆加斯特","0-0","","","",9,7,3,4,-1
"挪威超级联赛","2023","R_8","2023-05-29 23:00","布兰","3-1","罗森博格","1-0","","","",14,9,4,3,1
"挪威超级联赛","2023","R_8","2023-05-29 23:00","斯塔贝克","2-1","瓦勒伦加","2-0","","","",11,10,4,7,-3
"瑞典超级联赛","2023","R_10","2023-05-30 01:00","代格福什","1-1","瓦尔贝里","0-1","","","",10,4,4,0,4
"瑞典超级联赛","2023","R_10","2023-05-30 01:00","哈马比","0-2","韦纳穆","0-0","","","",12,9,5,3,2
"瑞典超级联赛","2023","R_10","2023-05-30 01:10","赫根","4-1","哥德堡","1-1","","","",19,7,4,3,1
"挪威超级联赛","2023","R_8","2023-05-30 01:15","汉坎","0-0","利勒斯特罗姆","0-0","","","",6,12,0,3,-3
"瑞典超级联赛","2023","R_11","2023-06-03 21:00","哥德堡","0-1","米亚尔比","0-0","","","",7,12,2,3,-1
"瑞典超级联赛","2023","R_11","2023-06-03 23:30","北雪平","0-2","布洛马波卡纳","0-0","","","",17,16,3,6,-3
"巴西甲组联赛","2023","R_9","2023-06-04 03:00","福塔雷萨","0-0","巴伊亚","0-0","","","",13,7,4,1,3
"巴西甲组联赛","2023","R_9","2023-06-04 05:30","米内罗美洲","2-0","科林蒂安","0-0","","","",4,8,3,4,-1
"巴西甲组联赛","2023","R_9","2023-06-04 05:30","巴拉纳竞技","1-0","博塔弗戈","1-0","","","",12,21,3,6,-3
"巴西甲组联赛","2023","R_9","2023-06-04 05:30","克鲁塞罗","0-1","米内罗竞技","0-1","","","",13,14,4,7,-3
"巴西甲组联赛","2023","R_9","2023-06-04 08:00","桑托斯","1-1","巴西国际","1-1","","","",11,10,4,3,1
"瑞典超级联赛","2023","R_11","2023-06-04 21:00","索尔纳","1-1","卡尔马","0-0","","","",6,17,1,6,-5
"瑞典超级联赛","2023","R_11","2023-06-04 21:00","哈尔姆斯塔德","0-0","哈马比","0-0","","","",15,12,6,2,4
"挪威超级联赛","2023","R_9","2023-06-04 23:00","利勒斯特罗姆","3-1","斯塔贝克","1-1","","","",13,14,4,6,-2
"挪威超级联赛","2023","R_9","2023-06-04 23:00","桑德菲杰","4-1","奥德格伦兰","1-0","","","",6,10,0,1,-1
"挪威超级联赛","2023","R_9","2023-06-04 23:00","特罗姆瑟","2-1","萨普斯堡","0-1","","","",14,15,6,9,-3
"挪威超级联赛","2023","R_9","2023-06-04 23:00","奥勒松","1-3","布兰","1-0","","","",4,17,3,6,-3
"挪威超级联赛","2023","R_9","2023-06-04 23:00","罗森博格","4-0","汉坎","1-0","","","",9,7,3,1,2
"挪威超级联赛","2023","R_9","2023-06-04 23:00","斯托姆加斯特","1-2","海于格松","0-1","","","",8,6,4,1,3
"挪威超级联赛","2023","R_9","2023-06-04 23:00","瓦勒伦加","1-3","博德闪耀","0-1","","","",10,25,4,9,-5
"瑞典超级联赛","2023","R_11","2023-06-04 23:30","埃尔夫斯堡","1-1","尤尔加登","0-0","","","",25,19,9,9,0
"瑞典超级联赛","2023","R_11","2023-06-04 23:30","天狼星","2-0","韦纳穆","2-0","","","",8,12,3,3,0
"挪威超级联赛","2023","R_9","2023-06-05 01:15","维京","3-4","莫尔德","1-2","","","",14,13,6,6,0
"巴西甲组联赛","2023","R_9","2023-06-05 03:00","弗鲁米嫩塞","2-1","布拉干蒂诺RB","2-0","","","",13,13,3,7,-4
"巴西甲组联赛","2023","R_9","2023-06-05 03:00","格雷米奥","2-1","圣保罗","2-1","","","",14,15,7,7,0
"巴西甲组联赛","2023","R_9","2023-06-05 05:30","帕尔梅拉斯","3-1","科里蒂巴","2-0","","","",16,3,3,1,2
"巴西甲组联赛","2023","R_9","2023-06-05 05:30","戈伊亚斯","0-1","库亚巴","0-0","","","",7,8,4,4,0
"瑞典超级联赛","2023","R_11","2023-06-06 01:00","瓦尔贝里","0-2","赫根","0-1","","","",5,22,1,4,-3
"瑞典超级联赛","2023","R_11","2023-06-06 01:10","马尔默","5-0","代格福什","2-0","","","",25,11,4,5,-1
"巴西甲组联赛","2023","R_9","2023-06-06 07:00","瓦斯科达伽马","1-4","弗拉门戈","0-4","","","",6,13,0,7,-7
"瑞典超级联赛","2023","R_12","2023-06-10 01:00","哈马比","2-1","布洛马波卡纳","1-0","","","",13,19,2,6,-4
"瑞典超级联赛","2023","R_12","2023-06-10 21:00","卡尔马","2-1","代格福什","2-1","","","",18,11,7,2,5
"瑞典超级联赛","2023","R_12","2023-06-10 21:00","韦纳穆","1-3","马尔默","1-1","","","",12,28,3,4,-1
"瑞典超级联赛","2023","R_12","2023-06-10 23:30","瓦尔贝里","1-2","哈尔姆斯塔德","0-0","","","",5,16,1,7,-6
"巴西甲组联赛","2023","R_10","2023-06-11 03:00","科里蒂巴","0-0","桑托斯","0-0","","","",3,12,1,2,-1
"巴西甲组联赛","2023","R_10","2023-06-11 05:30","科林蒂安","1-1","库亚巴","0-0","","","",8,11,3,7,-4
"巴西甲组联赛","2023","R_10","2023-06-11 05:30","米内罗竞技","1-1","布拉干蒂诺RB","1-1","","","",17,13,7,6,1
"巴西甲组联赛","2023","R_10","2023-06-11 05:30","巴伊亚","2-2","克鲁塞罗","1-2","","","",8,13,2,1,1
"巴西甲组联赛","2023","R_10","2023-06-11 08:00","博塔弗戈","2-0","福塔雷萨","1-0","","","",21,14,6,4,2
"瑞典超级联赛","2023","R_12","2023-06-11 21:00","索尔纳","1-2","埃尔夫斯堡","0-2","","","",7,26,1,7,-6
"瑞典超级联赛","2023","R_12","2023-06-11 21:00","天狼星","2-0","哥德堡","1-0","","","",11,7,6,1,5
"巴西甲组联赛","2023","R_10","2023-06-11 22:00","米内罗美洲","2-2","巴拉纳竞技","0-1","","","",7,15,6,3,3
"挪威超级联赛","2023","R_10","2023-06-11 23:00","萨普斯堡","1-3","维京","0-1","","","",15,14,6,3,3
"挪威超级联赛","2023","R_10","2023-06-11 23:00","海于格松","3-2","桑德菲杰","3-0","","","",9,9,3,3,0
"挪威超级联赛","2023","R_10","2023-06-11 23:00","奥勒松","2-3","特罗姆瑟","1-1","","","",4,17,3,6,-3
"挪威超级联赛","2023","R_10","2023-06-11 23:00","博德闪耀","3-0","汉坎","0-0","","","",28,7,9,1,8
"挪威超级联赛","2023","R_10","2023-06-11 23:00","瓦勒伦加","0-1","斯托姆加斯特","0-0","","","",10,8,3,4,-1
"挪威超级联赛","2023","R_10","2023-06-11 23:00","斯塔贝克","2-2","罗森博格","2-1","","","",14,12,3,6,-3
"挪威超级联赛","2023","R_10","2023-06-11 23:00","奥德格伦兰","1-0","莫尔德","0-0","","","",10,16,1,6,-5
"瑞典超级联赛","2023","R_12","2023-06-11 23:30","尤尔加登","2-2","北雪平","1-2","","","",20,17,7,0,7
"瑞典超级联赛","2023","R_12","2023-06-11 23:30","赫根","3-0","米亚尔比","2-0","","","",25,15,6,3,3
"挪威超级联赛","2023","R_10","2023-06-12 01:15","布兰","2-2","利勒斯特罗姆","0-1","","","",20,16,9,4,5
"巴西甲组联赛","2023","R_10","2023-06-12 03:00","巴西国际","2-1","瓦斯科达伽马","2-1","","","",11,6,4,0,4
"巴西甲组联赛","2023","R_10","2023-06-12 03:00","圣保罗","0-2","帕尔梅拉斯","0-1","","","",15,19,6,5,1
"巴西甲组联赛","2023","R_10","2023-06-12 05:30","弗拉门戈","3-0","格雷米奥","1-0","","","",16,17,7,9,-2
"巴西甲组联赛","2023","R_10","2023-06-12 05:30","戈伊亚斯","2-2","弗鲁米嫩塞","1-1","","","",7,16,1,3,-2
"巴西甲组联赛","2023","R_11","2023-06-22 06:00","克鲁塞罗","0-1","福塔雷萨","0-0","","","",14,14,2,4,-2
"巴西甲组联赛","2023","R_11","2023-06-22 06:00","圣保罗","2-1","巴拉纳竞技","1-1","","","",15,16,3,4,-1
"巴西甲组联赛","2023","R_11","2023-06-22 07:00","桑托斯","0-2","科林蒂安","0-2","","","",13,9,2,4,-2
"巴西甲组联赛","2023","R_11","2023-06-22 08:30","弗鲁米嫩塞","1-1","米内罗竞技","1-1","","","",17,18,4,5,-1
"巴西甲组联赛","2023","R_11","2023-06-22 08:30","巴伊亚","1-0","帕尔梅拉斯","0-0","","","",9,22,2,7,-5
"巴西甲组联赛","2023","R_11","2023-06-23 06:00","格雷米奥","3-1","米内罗美洲","1-1","","","",17,8,6,4,2
"巴西甲组联赛","2023","R_11","2023-06-23 07:00","库亚巴","0-1","博塔弗戈","0-0","","","",12,24,5,6,-1
"巴西甲组联赛","2023","R_11","2023-06-23 07:00","科里蒂巴","0-1","巴西国际","0-0","","","",4,14,2,7,-5
"巴西甲组联赛","2023","R_11","2023-06-23 07:00","瓦斯科达伽马","0-1","戈伊亚斯","0-0","","","",6,8,0,1,-1
"巴西甲组联赛","2023","R_11","2023-06-23 08:30","布拉干蒂诺RB","4-0","弗拉门戈","1-0","","","",14,19,4,7,-3
"挪威超级联赛","2023","R_11","2023-06-24 23:59","维京","3-1","布兰","1-1","","","",17,21,3,7,-4
"巴西甲组联赛","2023","R_12","2023-06-25 03:00","巴拉纳竞技","1-0","科林蒂安","1-0","","","",16,12,4,4,0
"巴西甲组联赛","2023","R_12","2023-06-25 05:30","弗鲁米嫩塞","2-1","巴伊亚","0-1","","","",18,12,5,5,0
"巴西甲组联赛","2023","R_12","2023-06-25 05:30","福塔雷萨","2-1","米内罗竞技","0-0","","","",17,19,4,5,-1
"巴西甲组联赛","2023","R_12","2023-06-25 08:00","克鲁塞罗","1-0","圣保罗","1-0","","","",14,18,1,3,-2
"挪威超级联赛","2023","R_11","2023-06-25 23:00","特罗姆瑟","2-1","斯塔贝克","2-1","","","",20,15,9,4,5
"挪威超级联赛","2023","R_11","2023-06-25 23:00","汉坎","0-1","奥德格伦兰","0-0","","","",7,13,1,4,-3
"挪威超级联赛","2023","R_11","2023-06-25 23:00","莫尔德","1-0","海于格松","1-0","","","",16,12,6,6,0
"挪威超级联赛","2023","R_11","2023-06-25 23:00","罗森博格","0-3","萨普斯堡","0-3","","","",13,15,4,3,1
"挪威超级联赛","2023","R_11","2023-06-26 01:15","斯托姆加斯特","2-0","博德闪耀","1-0","","","",11,31,4,9,-5
"巴西甲组联赛","2023","R_12","2023-06-26 03:00","格雷米奥","5-1","科里蒂巴","1-1","","","",20,4,6,1,5
"巴西甲组联赛","2023","R_12","2023-06-26 03:00","帕尔梅拉斯","0-1","博塔弗戈","0-1","","","",22,27,6,6,0
"巴西甲组联赛","2023","R_12","2023-06-26 05:30","桑托斯","2-3","弗拉门戈","1-1","","","",13,19,2,6,-4
"巴西甲组联赛","2023","R_12","2023-06-26 05:30","布拉干蒂诺RB","2-0","戈伊亚斯","2-0","","","",17,11,4,4,0
"巴西甲组联赛","2023","R_12","2023-06-26 05:30","米内罗美洲","1-2","巴西国际","1-0","","","",8,17,4,7,-3
"巴西甲组联赛","2023","R_12","2023-06-27 08:00","瓦斯科达伽马","1-0","库亚巴","0-0","","","",6,12,0,4,-4
"瑞典超级联赛","2023","R_13","2023-07-01 21:00","布洛马波卡纳","0-2","索尔纳","0-2","","","",19,7,3,1,2
"瑞典超级联赛","2023","R_13","2023-07-01 21:00","代格福什","0-2","韦纳穆","0-1","","","",11,12,1,3,-2
"瑞典超级联赛","2023","R_13","2023-07-01 23:30","马尔默","3-0","天狼星","1-0","","","",31,14,6,9,-3
"挪威超级联赛","2023","R_12","2023-07-01 23:59","瓦勒伦加","1-2","维京","0-1","","","",10,20,0,6,-6
"巴西甲组联赛","2023","R_13","2023-07-02 03:00","圣保罗","1-0","弗鲁米嫩塞","0-0","","","",18,21,3,5,-2
"巴西甲组联赛","2023","R_13","2023-07-02 05:30","弗拉门戈","2-0","福塔雷萨","1-0","","","",22,20,6,6,0
"巴西甲组联赛","2023","R_13","2023-07-02 05:30","巴伊亚","1-2","格雷米奥","1-1","","","",12,23,4,6,-2
"巴西甲组联赛","2023","R_13","2023-07-02 08:00","巴西国际","0-0","克鲁塞罗","0-0","","","",20,17,9,4,5
"瑞典超级联赛","2023","R_13","2023-07-02 21:00","哈尔姆斯塔德","0-0","哥德堡","0-0","","","",19,7,7,0,7
"瑞典超级联赛","2023","R_13","2023-07-02 21:00","北雪平","2-2","赫根","1-1","","","",18,28,1,9,-8
"巴西甲组联赛","2023","R_13","2023-07-02 22:00","科林蒂安","0-1","布拉干蒂诺RB","0-1","","","",12,20,4,7,-3
"挪威超级联赛","2023","R_12","2023-07-02 23:00","海于格松","2-1","奥德格伦兰","1-1","","","",12,16,6,6,0
"挪威超级联赛","2023","R_12","2023-07-02 23:00","萨普斯堡","6-1","桑德菲杰","3-1","","","",18,9,3,3,0
"挪威超级联赛","2023","R_12","2023-07-02 23:00","利勒斯特罗姆","0-1","特罗姆瑟","0-0","","","",17,23,5,9,-4
"挪威超级联赛","2023","R_12","2023-07-02 23:00","布兰","2-1","汉坎","1-0","","","",21,7,4,0,4
"挪威超级联赛","2023","R_12","2023-07-02 23:00","奥勒松","1-0","罗森博格","0-0","","","",4,13,0,4,-4
"瑞典超级联赛","2023","R_13","2023-07-02 23:30","尤尔加登","2-0","瓦尔贝里","1-0","","","",21,5,5,1,4
"挪威超级联赛","2023","R_12","2023-07-03 01:15","博德闪耀","2-2","莫尔德","0-2","","","",31,19,6,6,0
"巴西甲组联赛","2023","R_13","2023-07-03 03:00","博塔弗戈","2-0","瓦斯科达伽马","0-0","","","",30,9,9,3,6
"巴西甲组联赛","2023","R_13","2023-07-03 03:00","巴拉纳竞技","2-2","帕尔梅拉斯","0-1","","","",19,22,4,3,1
"巴西甲组联赛","2023","R_13","2023-07-03 03:00","米内罗竞技","2-2","米内罗美洲","2-0","","","",19,8,2,1,1
"巴西甲组联赛","2023","R_13","2023-07-03 05:30","库亚巴","3-0","桑托斯","0-0","","","",12,13,1,1,0
"挪威超级联赛","2023","R_12","2023-07-04 01:00","斯塔贝克","0-1","斯托姆加斯特","0-1","","","",15,14,1,6,-5
"瑞典超级联赛","2023","R_13","2023-07-04 01:00","埃尔夫斯堡","2-0","哈马比","1-0","","","",29,16,7,4,3
"瑞典超级联赛","2023","R_13","2023-07-04 01:00","米亚尔比","1-1","卡尔马","1-1","","","",15,21,3,7,-4
"巴西甲组联赛","2023","R_13","2023-07-04 07:00","戈伊亚斯","1-2","科里蒂巴","0-2","","","",11,4,4,1,3
"挪威超级联赛","2023","R_13","2023-07-08 01:00","汉坎","2-1","奥勒松","0-0","","","",7,7,0,3,-3
"瑞典超级联赛","2023","R_14","2023-07-08 21:00","索尔纳","1-2","赫根","1-0","","","",10,29,4,7,-3
"瑞典超级联赛","2023","R_14","2023-07-08 21:00","韦纳穆","1-2","尤尔加登","1-0","","","",15,24,3,5,-2
"瑞典超级联赛","2023","R_14","2023-07-08 23:30","布洛马波卡纳","1-2","代格福什","1-0","","","",19,11,3,0,3
"挪威超级联赛","2023","R_13","2023-07-08 23:59","维京","2-0","海于格松","0-0","","","",23,15,9,6,3
"巴西甲组联赛","2023","R_14","2023-07-09 03:00","库亚巴","1-1","巴伊亚","1-0","","","",15,12,3,3,0
"巴西甲组联赛","2023","R_14","2023-07-09 03:00","瓦斯科达伽马","0-1","克鲁塞罗","0-1","","","",9,18,3,4,-1
"巴西甲组联赛","2023","R_14","2023-07-09 05:30","米内罗竞技","0-1","科林蒂安","0-1","","","",20,12,2,3,-1
"巴西甲组联赛","2023","R_14","2023-07-09 05:30","科里蒂巴","3-1","米内罗美洲","2-1","","","",7,9,3,1,2
"巴西甲组联赛","2023","R_14","2023-07-09 08:00","帕尔梅拉斯","1-1","弗拉门戈","1-0","","","",23,25,1,6,-5
"瑞典超级联赛","2023","R_14","2023-07-09 21:00","马尔默","1-2","米亚尔比","0-2","","","",34,16,9,4,5
"瑞典超级联赛","2023","R_14","2023-07-09 21:00","天狼星","1-2","哈马比","1-1","","","",14,16,6,4,2
"巴西甲组联赛","2023","R_14","2023-07-09 22:00","桑托斯","4-3","戈伊亚斯","3-1","","","",13,11,0,3,-3
"挪威超级联赛","2023","R_13","2023-07-09 23:00","罗森博格","1-2","利勒斯特罗姆","1-0","","","",13,17,1,4,-3
"挪威超级联赛","2023","R_13","2023-07-09 23:00","桑德菲杰","0-0","斯塔贝克","0-0","","","",9,15,3,1,2
"挪威超级联赛","2023","R_13","2023-07-09 23:00","斯托姆加斯特","5-2","萨普斯堡","3-2","","","",17,21,9,6,3
"挪威超级联赛","2023","R_13","2023-07-09 23:00","奥德格伦兰","0-2","博德闪耀","0-1","","","",16,32,6,4,2
"挪威超级联赛","2023","R_13","2023-07-09 23:00","特罗姆瑟","0-0","瓦勒伦加","0-0","","","",26,10,9,0,9
"瑞典超级联赛","2023","R_14","2023-07-09 23:30","卡尔马","0-4","埃尔夫斯堡","0-1","","","",22,32,5,7,-2
"挪威超级联赛","2023","R_13","2023-07-10 01:15","莫尔德","2-0","布兰","1-0","","","",20,24,4,4,0
"巴西甲组联赛","2023","R_14","2023-07-10 03:00","弗鲁米嫩塞","2-0","巴西国际","2-0","","","",21,21,4,7,-3
"巴西甲组联赛","2023","R_14","2023-07-10 03:00","布拉干蒂诺RB","0-0","圣保罗","0-0","","","",23,21,9,6,3
"巴西甲组联赛","2023","R_14","2023-07-10 05:30","福塔雷萨","1-0","巴拉纳竞技","0-0","","","",20,20,6,4,2
"巴西甲组联赛","2023","R_14","2023-07-10 05:30","格雷米奥","0-2","博塔弗戈","0-0","","","",26,33,9,9,0
"瑞典超级联赛","2023","R_14","2023-07-11 01:00","哥德堡","1-2","瓦尔贝里","0-0","","","",8,5,1,0,1
"瑞典超级联赛","2023","R_14","2023-07-11 01:00","北雪平","1-2","哈尔姆斯塔德","0-0","","","",19,20,2,5,-3
"瑞典超级联赛","2023","R_15","2023-07-15 21:00","哈尔姆斯塔德","2-2","韦纳穆","1-2","","","",23,15,7,3,4
"瑞典超级联赛","2023","R_15","2023-07-15 23:30","代格福什","0-3","天狼星","0-2","","","",14,14,3,3,0
"瑞典超级联赛","2023","R_15","2023-07-15 23:30","赫根","4-2","布洛马波卡纳","1-0","","","",32,19,7,0,7
"挪威超级联赛","2023","R_14","2023-07-15 23:59","瓦勒伦加","0-4","莫尔德","0-3","","","",11,23,1,7,-6
"巴西甲组联赛","2023","R_15","2023-07-16 08:00","博塔弗戈","2-0","布拉干蒂诺RB","0-0","","","",36,24,9,7,2
"瑞典超级联赛","2023","R_15","2023-07-16 21:00","埃尔夫斯堡","1-1","哥德堡","0-1","","","",35,8,9,1,8
"瑞典超级联赛","2023","R_15","2023-07-16 21:00","哈马比","3-1","卡尔马","2-0","","","",19,22,6,4,2
"巴西甲组联赛","2023","R_15","2023-07-16 22:00","克鲁塞罗","0-0","科里蒂巴","0-0","","","",21,10,7,6,1
"挪威超级联赛","2023","R_14","2023-07-16 23:00","奥勒松","0-3","奥德格伦兰","0-0","","","",7,16,3,3,0
